,names,genres,releaseDates,playenv_strs,ratingScores,ratingAmts,newPosts,community_Links,rating_Links
12668,사우전드 메모리즈 for Kakao : 이어진 운명,장르: RPG,"일정: 출시 (2014.12.05), 출시 (2014.12.26)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82793,http://bbs.ruliweb.com/game/82793/review
12669,좀비 크래쉬 for Kakao,장르: 디펜스,일정: 출시 (2014.12.05),ETC,0,0,0,http://bbs.ruliweb.com/game/82794,http://bbs.ruliweb.com/game/82794/review
12670,디비고 for Kakao,장르: 퍼즐,"일정: 출시 (2014.12.05), 출시 (2015.01.30)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82795,http://bbs.ruliweb.com/game/82795/review
12671,카드삼국지 for Kakao,장르: 카드,"일정: 출시 (2014.12.05), 출시 (2015.02.06)",ETC Apple,10,1,0,http://bbs.ruliweb.com/game/82796,http://bbs.ruliweb.com/game/82796/review
12672,나는 빵이다,"장르: 어드벤처, 액션",일정: OBT (2014.12.03),PC/ON,0,0,0,http://bbs.ruliweb.com/game/82797,http://bbs.ruliweb.com/game/82797/review
12673,용감한 영웅들,"장르: RPG, 액션","일정: 출시 (2014.12.17), CBT (2014.12.05)",ETC,0,0,0,http://bbs.ruliweb.com/game/82798,http://bbs.ruliweb.com/game/82798/review
12674,라인스타,장르: 퍼즐,일정: 출시 (2014.12.05),ETC,0,0,0,http://bbs.ruliweb.com/game/82799,http://bbs.ruliweb.com/game/82799/review
12675,아쿠아 퓨전,"장르: 육성, 소셜","일정: 출시 (2012.04.20), 서비스종료 (2014.12.29)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82800,http://bbs.ruliweb.com/game/82800/review
12676,디 올드 시티: 리바이어던,장르: 어드벤처,일정: 출시 (2014.12.03),PC/ON,0,0,0,http://bbs.ruliweb.com/game/82801,http://bbs.ruliweb.com/game/82801/review
12677,위크로스,"장르: TCG, 카드",일정: 출시 (2014.04.26),ETC,0,0,0,http://bbs.ruliweb.com/game/82802,http://bbs.ruliweb.com/game/82802/review
12678,사일런스 : 더 위스퍼드 월드 2,장르: 어드벤처,일정: 출시 (2014.11.30),PC/ON Apple XONE,0,0,0,http://bbs.ruliweb.com/game/82803,http://bbs.ruliweb.com/game/82803/review
12679,윈드소울 for Kakao,장르: RPG,일정: 출시 (2014.12.09),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82804,http://bbs.ruliweb.com/game/82804/review
12680,신마전 for Kakao,장르: RPG,"일정: 출시 (2014.12.09), 출시 (2014.12.19), 서비스종료 (2015.06.19)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82805,http://bbs.ruliweb.com/game/82805/review
12681,장화신은고양이 for Kakao,장르: 캐쥬얼,일정: 출시 (2014.12.09),ETC,0,0,0,http://bbs.ruliweb.com/game/82806,http://bbs.ruliweb.com/game/82806/review
12682,번식전쟁 for kakao,장르: 액션,"일정: 출시 (2014.12.09), 출시 (2015.02.27)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82807,http://bbs.ruliweb.com/game/82807/review
12683,명장전기,"장르: 전략, RPG, 시뮬레이션","일정: 출시 (2013.08.14), 출시 (2013.11.06), 서비스종료 (2015.01.30)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82808,http://bbs.ruliweb.com/game/82808/review
12684,헌팅걸즈,"장르: 격투, 액션",일정: 출시 (2014.12.08),ETC,0,0,0,http://bbs.ruliweb.com/game/82809,http://bbs.ruliweb.com/game/82809/review
12685,엘프 디펜스 2,장르: 디펜스,일정: 출시 (2014.12.09),ETC,0,0,0,http://bbs.ruliweb.com/game/82810,http://bbs.ruliweb.com/game/82810/review
12686,코스튬 러닝 히어로,"장르: 아케이드, 액션",일정: 출시 (2014.11.17),ETC,0,0,0,http://bbs.ruliweb.com/game/82811,http://bbs.ruliweb.com/game/82811/review
12687,12지신 스카이러쉬 for Kakao,장르: 슈팅,일정: 출시 (2014.02.04),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82812,http://bbs.ruliweb.com/game/82812/review
12688,브레이블리 세컨드: 엔드 레이어,장르: RPG,"일정: 출시 (2015.04.23), 출시 (2016.03.10)",3DS,9.4,14,0,http://bbs.ruliweb.com/game/82813,http://bbs.ruliweb.com/game/82813/review
12689,꽃보다삼국지,"장르: 퍼즐, RPG",일정: 출시 (2014.12.11),ETC,0,0,0,http://bbs.ruliweb.com/game/82814,http://bbs.ruliweb.com/game/82814/review
12690,더소울,"장르: RPG, 액션","일정: 출시 (2014.12.10), 출시 (2014.12.18), 서비스종료 (2015.08.31)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82815,http://bbs.ruliweb.com/game/82815/review
12691,고스트헌터: 호로록,"장르: 비행, 슈팅","일정: 출시 (2014.12.11), 출시 (2015.04.23), 서비스중단 (2015.04.23)",ETC,0,0,0,http://bbs.ruliweb.com/game/82816,http://bbs.ruliweb.com/game/82816/review
12692,마블 올스타 배틀,장르: 액션,일정: 출시 (2014.12.11),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82817,http://bbs.ruliweb.com/game/82817/review
12693,원더워,"장르: 전략, 시뮬레이션",일정: 출시 (2014.12.10),ETC,0,0,0,http://bbs.ruliweb.com/game/82818,http://bbs.ruliweb.com/game/82818/review
12694,데빌 서바이버 2: 브레이크 레코드,"장르: RPG, 시뮬레이션",일정: 출시 (2015.02.26),3DS,9.4,25,0,http://bbs.ruliweb.com/game/82819,http://bbs.ruliweb.com/game/82819/review
12695,제3차 슈퍼로봇대전 Z: 천옥편,장르: SRPG,일정: 출시 (2015.04.02),PS3 VITA,8.2,59,0,http://bbs.ruliweb.com/game/82820,http://bbs.ruliweb.com/game/82820/review
12696,포션 메이커,장르: 캐쥬얼,일정: 출시 (2014.12.10),ETC,8.8,4,0,http://bbs.ruliweb.com/game/82822,http://bbs.ruliweb.com/game/82822/review
12697,타이탄워즈2 for afreeca tv,장르: RPG,일정: 출시 (2014.12.11),ETC,0,0,0,http://bbs.ruliweb.com/game/82823,http://bbs.ruliweb.com/game/82823/review
12698,스타프로젝트 for Kakao,"장르: 육성, 시뮬레이션",일정: 출시 (2014.12.12),ETC,0,0,0,http://bbs.ruliweb.com/game/82824,http://bbs.ruliweb.com/game/82824/review
12699,삼국지:렙업만이살길 for Kakao,장르: RPG,일정: 출시 (2014.12.12),ETC,0,0,0,http://bbs.ruliweb.com/game/82825,http://bbs.ruliweb.com/game/82825/review
12700,골든글러브2,장르: 스포츠,"일정: 출시 (2014.12.11), 서비스종료 (2015.08.31)",ETC,0,0,0,http://bbs.ruliweb.com/game/82826,http://bbs.ruliweb.com/game/82826/review
12701,시어트리듬: 드래곤 퀘스트,장르: 리듬,일정: 출시 (2015.03.26),3DS,9,1,0,http://bbs.ruliweb.com/game/82827,http://bbs.ruliweb.com/game/82827/review
12702,지구 방위군 2  PORTABLE V2,"장르: 슈팅, 액션",일정: 출시 (2014.12.11),VITA,0,0,0,http://bbs.ruliweb.com/game/82828,http://bbs.ruliweb.com/game/82828/review
12703,그림 판당고 리마스터,장르: 어드벤처,"일정: 출시 (2015.01.27), 출시 (2015.01.26), 출시 (2015.05.05)",PC/ON VITA PS4 Apple ETC,8.3,6,0,http://bbs.ruliweb.com/game/82829,http://bbs.ruliweb.com/game/82829/review
12704,타잔팡팡 with BAND,"장르: 퍼즐, 소셜",일정: 출시 (2014.12.16),ETC,0,0,0,http://bbs.ruliweb.com/game/82830,http://bbs.ruliweb.com/game/82830/review
12705,아우라 레전드 for Kakao,"장르: RPG, 액션","일정: 출시 (2014.12.16), 출시 (2015.06.30)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82831,http://bbs.ruliweb.com/game/82831/review
12706,더히어로 for Kakao,"장르: 전략, RPG","일정: 출시 (2014.12.16), 출시 (2015.06.02), 서비스종료 (2015.08.31)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82832,http://bbs.ruliweb.com/game/82832/review
12707,쌈숭이 for Kakao,장르: RPG,"일정: 출시 (2014.12.16), 출시 (2015.01.13)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82833,http://bbs.ruliweb.com/game/82833/review
12708,내 꿈은 세계정복 for Kakao,"장르: 전략, RPG","일정: 출시 (2014.12.16), 서비스종료 (2015.07.15)",ETC,0,0,0,http://bbs.ruliweb.com/game/82834,http://bbs.ruliweb.com/game/82834/review
12709,도망가 메리 for Kakao,"장르: 퍼즐, 어드벤처","일정: 출시 (2014.12.16), 출시 (2015.05.08)",ETC Apple,10,1,0,http://bbs.ruliweb.com/game/82835,http://bbs.ruliweb.com/game/82835/review
12710,좀비나이트 for kakao,장르: 액션,"일정: 출시 (2013.07.30), 서비스종료 (2015.01.13)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82836,http://bbs.ruliweb.com/game/82836/review
12711,여우비,"장르: 연애, RPG",일정: 출시 (2014.12.23),ETC,1,1,0,http://bbs.ruliweb.com/game/82838,http://bbs.ruliweb.com/game/82838/review
12712,로미오와 비밀의 줄리엣 for kakao,"장르: 연애, 시뮬레이션",일정: 출시 (2014.12.15),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82839,http://bbs.ruliweb.com/game/82839/review
12713,몬스터뱅,장르: TCG,일정: 출시 (2014.12.12),ETC,0,0,0,http://bbs.ruliweb.com/game/82840,http://bbs.ruliweb.com/game/82840/review
12714,런너런,장르: 가족,일정: 출시 (2014.12.11),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82841,http://bbs.ruliweb.com/game/82841/review
12715,스텝 바이 스텝,장르: 아케이드,일정: 출시 (2014.12.11),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82842,http://bbs.ruliweb.com/game/82842/review
12716,씨비어드,"장르: 캐쥬얼, 소셜",일정: 출시 (2014.12.11),Apple Apple,0,0,0,http://bbs.ruliweb.com/game/82843,http://bbs.ruliweb.com/game/82843/review
12717,네오 스캐빈저,"장르: 전략, RPG",일정: 출시 (2014.12.15),PC/ON,10,1,0,http://bbs.ruliweb.com/game/82844,http://bbs.ruliweb.com/game/82844/review
12718,그레이 구,장르: RTS,일정: 출시 (2015.01.24),PC/ON,6.3,15,0,http://bbs.ruliweb.com/game/82845,http://bbs.ruliweb.com/game/82845/review
12719,성검전설: 라이즈 오브 마나,장르: RPG,"일정: 출시 (2015.05.14), CBT (2015.02.04)",VITA ETC,0,0,0,http://bbs.ruliweb.com/game/82846,http://bbs.ruliweb.com/game/82846/review
12720,트로피코 5: 워터본,장르: 시뮬레이션,"일정: 출시 (2014.12.18), 출시 (2015.07.31)",PC/ON PS4,0,0,0,http://bbs.ruliweb.com/game/82847,http://bbs.ruliweb.com/game/82847/review
12721,공주의 탑 for Kakao,장르: 디펜스,"일정: 출시 (2014.12.17), 서비스종료 (2015.07.15)",ETC,10,1,0,http://bbs.ruliweb.com/game/82848,http://bbs.ruliweb.com/game/82848/review
12722,블러드라인,장르: RPG,"일정: 출시 (2014.12.18), 출시 (2015.01.30)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82849,http://bbs.ruliweb.com/game/82849/review
12723,탈로스의 법칙,"장르: 어드벤처, 액션",일정: 출시 (2014.12.11),PC/ON,8.5,2,0,http://bbs.ruliweb.com/game/82850,http://bbs.ruliweb.com/game/82850/review
12724,롤삼국지 Global,"장르: 카드, 보드",일정: 출시 (2014.12.19),ETC,6,1,0,http://bbs.ruliweb.com/game/82851,http://bbs.ruliweb.com/game/82851/review
12725,몬스터 포커 for Kakao,"장르: 퍼즐, RPG","일정: 출시 (2014.12.19), 출시 (2015.02.27)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82852,http://bbs.ruliweb.com/game/82852/review
12726,배틀몬스터 for Kakao,장르: 전략,"일정: 출시 (2014.12.19), 출시 (2015.05.26)",ETC Apple,1,1,0,http://bbs.ruliweb.com/game/82853,http://bbs.ruliweb.com/game/82853/review
12727,베인글로리,장르: AOS,"일정: 출시 (2015.03.11), 출시 (2015.07.02)",Apple ETC,10,1,0,http://bbs.ruliweb.com/game/82854,http://bbs.ruliweb.com/game/82854/review
12728,어메이징 프린세스 사라,"장르: 캐쥬얼, 액션","일정: 출시 (2014.08.18), 출시 (2014.07.09)",PC/ON X360,0,0,0,http://bbs.ruliweb.com/game/82855,http://bbs.ruliweb.com/game/82855/review
12729,브라더즈 인 암즈 3,장르: TPS,일정: 출시 (2014.12.18),ETC,0,0,0,http://bbs.ruliweb.com/game/82856,http://bbs.ruliweb.com/game/82856/review
12730,프로야구 for Kakao,"장르: 스포츠, 시뮬레이션","일정: 출시 (2013.02.04), 서비스종료 (2015.01.29)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82857,http://bbs.ruliweb.com/game/82857/review
12731,하얀섬: 죽음에 이르는 꽃,장르: 어드벤처,일정: 출시 (2014.12.18),ETC,0,0,0,http://bbs.ruliweb.com/game/82858,http://bbs.ruliweb.com/game/82858/review
12732,인형대전,"장르: 캐쥬얼, RPG",일정: 출시 (2014.12.22),ETC,0,0,0,http://bbs.ruliweb.com/game/82859,http://bbs.ruliweb.com/game/82859/review
12733,테트리스 얼티밋,장르: 퍼즐,"일정: 출시 (2014.12.18), 출시 (2014.11.14), 출시 (2015.08.04)",PS4 XONE 3DS VITA,7,3,0,http://bbs.ruliweb.com/game/82860,http://bbs.ruliweb.com/game/82860/review
12734,파이널 판타지: 익스플로러스,장르: RPG,일정: 출시 (2014.12.18),3DS,0,0,0,http://bbs.ruliweb.com/game/82861,http://bbs.ruliweb.com/game/82861/review
12735,몬스터블루스 for Kakao,장르: 퍼즐,"일정: 출시 (2014.12.23), 출시 (2015.02.13)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82862,http://bbs.ruliweb.com/game/82862/review
12736,드래곤앤라피스: 초월 for Kakao,"장르: 전략, RPG, 액션","일정: 출시 (2014.12.23), 출시 (2015.05.08)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82863,http://bbs.ruliweb.com/game/82863/review
12737,비스트 버스터즈 featuring KOF,"장르: 아케이드, 슈팅","일정: 출시 (2014.12.22), 출시 (2015.02.06)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82864,http://bbs.ruliweb.com/game/82864/review
12738,미니모터 WRT,장르: 레이싱,일정: 출시 (2014.12.23),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82865,http://bbs.ruliweb.com/game/82865/review
12739,심시티 빌드잇,장르: 시뮬레이션,일정: 출시 (2014.12.16),Apple ETC Apple,10,1,0,http://bbs.ruliweb.com/game/82866,http://bbs.ruliweb.com/game/82866/review
12740,오스트크로니클,장르: 아케이드,"일정: 출시 (2014.12.24), 출시 (2015.01.30)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82867,http://bbs.ruliweb.com/game/82867/review
12741,극지고R : 극한지옥 알까기,장르: RPG,일정: 출시 (2014.12.23),ETC,0,0,0,http://bbs.ruliweb.com/game/82868,http://bbs.ruliweb.com/game/82868/review
12742,데드엔드 99%,장르: 캐쥬얼,일정: 출시 (2014.12.24),Apple ETC,10,1,0,http://bbs.ruliweb.com/game/82869,http://bbs.ruliweb.com/game/82869/review
12743,동물들의 콘서트,장르: 리듬,"일정: 출시 (2014.12.16), 출시 (2014.12.17)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82870,http://bbs.ruliweb.com/game/82870/review
12744,Dr. 슬럼프 디펜스,장르: 디펜스,일정: 출시 (2014.12.23),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82871,http://bbs.ruliweb.com/game/82871/review
12745,스피디 볼,장르: 스포츠,일정: 출시 (2014.12.23),ETC,0,0,0,http://bbs.ruliweb.com/game/82872,http://bbs.ruliweb.com/game/82872/review
12746,레츠 스노우보딩,장르: 스포츠,일정: 출시 (2014.12.24),ETC,0,0,0,http://bbs.ruliweb.com/game/82873,http://bbs.ruliweb.com/game/82873/review
12747,몬스터 펀헥사 for Kakao,장르: 퍼즐,일정: 출시 (2014.12.26),ETC,0,0,0,http://bbs.ruliweb.com/game/82874,http://bbs.ruliweb.com/game/82874/review
12748,로데아 더 스카이 솔져,장르: 액션,"일정: 출시 (2015.04.02), 출시 (2015.10.31)",3DS Wii U Wii,8.5,2,0,http://bbs.ruliweb.com/game/82875,http://bbs.ruliweb.com/game/82875/review
12749,펌프 잇 업 2015 프라임,장르: 리듬,일정: 출시 (2014.12.24),ETC,8,1,0,http://bbs.ruliweb.com/game/82876,http://bbs.ruliweb.com/game/82876/review
12750,데몽 헌터,장르: 액션,"일정: 출시 (2014.12.24), 출시 (2015.04.22)",ETC Apple,10,3,0,http://bbs.ruliweb.com/game/82877,http://bbs.ruliweb.com/game/82877/review
12751,해적왕,"장르: 전략, 액션",일정: 출시 (2014.12.21),ETC,0,0,0,http://bbs.ruliweb.com/game/82878,http://bbs.ruliweb.com/game/82878/review
12752,스페이스 익스페디션,장르: 어드벤처,일정: 출시 (2014.11.13),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82879,http://bbs.ruliweb.com/game/82879/review
12753,파괴자: 던전의 폭군,장르: MMORPG,"일정: CBT (2015.01.09), OBT (2015.01.15)",ETC,0,0,0,http://bbs.ruliweb.com/game/82880,http://bbs.ruliweb.com/game/82880/review
12754,붐붐파워 for kakao,장르: 아케이드,"일정: 출시 (2014.05.13), 서비스종료 (2014.12.29)",ETC,0,0,0,http://bbs.ruliweb.com/game/82881,http://bbs.ruliweb.com/game/82881/review
12755,록맨고고,장르: 아케이드,"일정: 출시 (2014.12.30), 서비스종료 (2015.09.25)",ETC,0,0,0,http://bbs.ruliweb.com/game/82882,http://bbs.ruliweb.com/game/82882/review
12756,신의아이들 for Kakao,"장르: RPG, 액션",일정: 출시 (2014.12.30),ETC,0,0,0,http://bbs.ruliweb.com/game/82883,http://bbs.ruliweb.com/game/82883/review
12757,꽃보다쉐프 for Kakao,장르: 캐쥬얼,"일정: 출시 (2014.12.30), 출시 (2015.02.13)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82884,http://bbs.ruliweb.com/game/82884/review
12758,땅콩전쟁,장르: 액션,일정: 출시 (2014.12.30),ETC,0,0,0,http://bbs.ruliweb.com/game/82885,http://bbs.ruliweb.com/game/82885/review
12759,탭 타이탄즈,장르: RPG,일정: 출시 (2014.12.17),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82886,http://bbs.ruliweb.com/game/82886/review
12760,이지투 아케이드: 이볼브,장르: 리듬,일정: 출시 (2014.12.26),ETC,10,1,0,http://bbs.ruliweb.com/game/82887,http://bbs.ruliweb.com/game/82887/review
12761,소드 아트 온라인: 코드 레지스터,장르: RPG,일정: 출시 (2014.12.17),Apple ETC Apple,8,1,0,http://bbs.ruliweb.com/game/82888,http://bbs.ruliweb.com/game/82888/review
12762,사일런트 힐 P.T.,장르: 어드벤처,일정: 출시 (2014.05.30),PS4,0,0,0,http://bbs.ruliweb.com/game/82889,http://bbs.ruliweb.com/game/82889/review
12763,요리요리 for Kakao,장르: 액션,일정: 출시 (2015.01.02),ETC,0,0,0,http://bbs.ruliweb.com/game/82890,http://bbs.ruliweb.com/game/82890/review
12764,부자되세요! for Kakao,장르: 캐쥬얼,일정: 출시 (2015.01.02),ETC,10,1,0,http://bbs.ruliweb.com/game/82891,http://bbs.ruliweb.com/game/82891/review
12765,떠돌이 용병!,장르: 아케이드,일정: 출시 (2014.11.09),ETC,0,0,0,http://bbs.ruliweb.com/game/82892,http://bbs.ruliweb.com/game/82892/review
12766,배틀아레나,"장르: 전략, RPG","일정: 출시 (2012.08.09), 출시 (2012.12.13), 서비스종료 (2015.01.30)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82893,http://bbs.ruliweb.com/game/82893/review
12767,네임리스~당신이 기억해야 할 단 한가지~,장르: 노벨,일정: 출시 (2013.11.11),PC/ON,0,0,0,http://bbs.ruliweb.com/game/82894,http://bbs.ruliweb.com/game/82894/review
12768,모노폴리 패밀리 펀 팩,장르: 보드,일정: ,,0,0,0,http://bbs.ruliweb.com/game/82895,http://bbs.ruliweb.com/game/82895/review
12769,진격의 여친 for kakao,장르: 아케이드,"일정: 출시 (2014.01.21), 서비스종료 (2015.01.18)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82896,http://bbs.ruliweb.com/game/82896/review
12770,모두의대항해,장르: RPG,"일정: 출시 (2014.02.19), 서비스종료 (2015.01.30)",ETC,0,0,0,http://bbs.ruliweb.com/game/82898,http://bbs.ruliweb.com/game/82898/review
12771,헤어샵 프렌즈 for kakao,장르: 소셜,"일정: 출시 (2013.02.26), 서비스종료 (2014.12.29)",ETC,0,0,0,http://bbs.ruliweb.com/game/82899,http://bbs.ruliweb.com/game/82899/review
12772,스위트매니아 for Kakao,장르: 퍼즐,"일정: 출시 (2015.01.06), 출시 (2015.02.27)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82900,http://bbs.ruliweb.com/game/82900/review
12773,모리아사가R,장르: TCG,일정: 출시 (2013.12.18),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82901,http://bbs.ruliweb.com/game/82901/review
12774,심해소녀,장르: 어드벤처,일정: 출시 (2015.01.07),ETC,0,0,0,http://bbs.ruliweb.com/game/82902,http://bbs.ruliweb.com/game/82902/review
12775,태권도 게임,"장르: 격투, 스포츠",일정: 출시 (2014.12.17),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82903,http://bbs.ruliweb.com/game/82903/review
12776,스카이러너 for kakao,장르: 캐쥬얼,"일정: 출시 (2014.03.25), 서비스종료 (2015.01.18)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82904,http://bbs.ruliweb.com/game/82904/review
12777,싸움대장 6: 소울 & 블러드,장르: 격투,일정: 출시 (2015.01.15),3DS,0,0,0,http://bbs.ruliweb.com/game/82905,http://bbs.ruliweb.com/game/82905/review
