,names,genres,releaseDates,playenv_strs,ratingScores,ratingAmts,newPosts,community_Links,rating_Links
12528,파이브소울 for Kakao,"장르: 퍼즐, RPG",일정: 출시 (2014.11.07),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82649,http://bbs.ruliweb.com/game/82649/review
12529,키펫브레이크 for Kakao,장르: 퍼즐,일정: 출시 (2014.11.07),ETC,0,0,0,http://bbs.ruliweb.com/game/82651,http://bbs.ruliweb.com/game/82651/review
12530,코인헌터 for Kakao,장르: 퍼즐,일정: 출시 (2014.11.07),ETC,0,0,0,http://bbs.ruliweb.com/game/82652,http://bbs.ruliweb.com/game/82652/review
12531,다운: 파리대왕,"장르: 노벨, 어드벤처",일정: 출시 (2014.11.06),ETC,0,0,0,http://bbs.ruliweb.com/game/82653,http://bbs.ruliweb.com/game/82653/review
12532,몬조,"장르: 기타, 시뮬레이션",일정: 출시 (2014.11.05),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82654,http://bbs.ruliweb.com/game/82654/review
12533,댄스 센트럴: 스포트라이트,장르: 리듬,일정: 출시 (2014.09.23),XONE,0,0,0,http://bbs.ruliweb.com/game/82655,http://bbs.ruliweb.com/game/82655/review
12534,로스트 히어로즈 2,장르: RPG,일정: 출시 (2015.02.05),3DS,9.3,3,0,http://bbs.ruliweb.com/game/82657,http://bbs.ruliweb.com/game/82657/review
12535,컨트랙트 킬러 : 스나이퍼,장르: FPS,일정: 출시 (2014.11.07),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82658,http://bbs.ruliweb.com/game/82658/review
12536,환타지히어로,장르: RPG,일정: 출시 (2014.11.11),ETC,0,0,0,http://bbs.ruliweb.com/game/82659,http://bbs.ruliweb.com/game/82659/review
12537,천왕 온라인,장르: MMORPG,일정: 출시 (2014.11.17),ETC,0,1,0,http://bbs.ruliweb.com/game/82660,http://bbs.ruliweb.com/game/82660/review
12538,퍼펙트9,"장르: 스포츠, 시뮬레이션","일정: 출시 (2014.03.31), 서비스종료 (2014.12.15)",ETC,0,0,0,http://bbs.ruliweb.com/game/82661,http://bbs.ruliweb.com/game/82661/review
12539,포켓 프린세스,장르: 육성,"일정: 출시 (2011.12.15), 출시 (2012.06.12), 서비스종료 (2014.12.17)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82662,http://bbs.ruliweb.com/game/82662/review
12540,살아남아라! 개복치,장르: 육성,일정: 출시 (2014.09.28),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82663,http://bbs.ruliweb.com/game/82663/review
12541,도탑전기,장르: RPG,"일정: 출시 (2014.12.08), 출시 (2014.11.28)",Apple ETC,1,3,0,http://bbs.ruliweb.com/game/82664,http://bbs.ruliweb.com/game/82664/review
12542,마을을 지켜줘 for kakao,장르: 디펜스,"일정: 출시 (2014.11.25), 출시 (2014.12.09), 서비스종료 (2015.07.28)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82665,http://bbs.ruliweb.com/game/82665/review
12543,던전앤스피릿 for Kakao,"장르: RPG, 액션","일정: 출시 (2014.11.11), 서비스종료 (2015.07.03)",ETC,0,0,0,http://bbs.ruliweb.com/game/82666,http://bbs.ruliweb.com/game/82666/review
12544,정글 버블 스토리 for Kakao,장르: 퍼즐,"일정: 출시 (2014.11.11), 출시 (2015.03.13)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82667,http://bbs.ruliweb.com/game/82667/review
12545,더 윙즈 for Kakao,장르: 어드벤처,일정: 출시 (2014.11.11),ETC,0,0,0,http://bbs.ruliweb.com/game/82668,http://bbs.ruliweb.com/game/82668/review
12546,슬립 어택 TD,장르: 디펜스,일정: 출시 (2014.10.23),Apple,0,0,0,http://bbs.ruliweb.com/game/82669,http://bbs.ruliweb.com/game/82669/review
12547,전격문고 파이팅 클라이맥스,장르: 격투,일정: 출시 (2014.11.13),PS3 VITA,8.8,24,0,http://bbs.ruliweb.com/game/82670,http://bbs.ruliweb.com/game/82670/review
12548,"워해머 40,000: 아마겟돈","장르: 전략, 시뮬레이션",일정: 출시 (2014.11.26),PC/ON,9,1,0,http://bbs.ruliweb.com/game/82671,http://bbs.ruliweb.com/game/82671/review
12549,쉐이프 업,장르: 기타,일정: 출시 (2014.11.13),XONE,0,0,0,http://bbs.ruliweb.com/game/82672,http://bbs.ruliweb.com/game/82672/review
12550,샤이닝 레조넌스,장르: RPG,일정: 출시 (2014.12.15),PS3,7.6,14,0,http://bbs.ruliweb.com/game/82673,http://bbs.ruliweb.com/game/82673/review
12551,몬스터 앤 몬스터즈,장르: RPG,"일정: 출시 (2014.09.04), 서비스종료 (2014.11.18)",ETC,0,0,0,http://bbs.ruliweb.com/game/82674,http://bbs.ruliweb.com/game/82674/review
12552,전쟁의 노래,"장르: 전략, 시뮬레이션",일정: 출시 (2014.11.12),ETC,0,0,0,http://bbs.ruliweb.com/game/82675,http://bbs.ruliweb.com/game/82675/review
12553,카드 오브 레전드,"장르: 디펜스, 전략",일정: 출시 (2014.11.12),ETC,0,0,0,http://bbs.ruliweb.com/game/82676,http://bbs.ruliweb.com/game/82676/review
12554,탭탭 퀴즈 프로,장르: 퀴즈,일정: 출시 (2014.11.11),Apple,0,0,0,http://bbs.ruliweb.com/game/82677,http://bbs.ruliweb.com/game/82677/review
12555,드리프트걸즈,장르: 레이싱,"일정: 출시 (2014.11.30), 출시 (2014.12.19)",ETC Apple,7.5,4,0,http://bbs.ruliweb.com/game/82678,http://bbs.ruliweb.com/game/82678/review
12556,무림수사대,장르: TCG,"일정: 출시 (2014.01.24), 서비스종료 (2014.12.15)",ETC,0,0,0,http://bbs.ruliweb.com/game/82679,http://bbs.ruliweb.com/game/82679/review
12557,아이돌 크로니클,"장르: 기타, 육성","일정: 출시 (2014.12.25), 출시 (2014.12.31)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82680,http://bbs.ruliweb.com/game/82680/review
12558,파워레인저 대시,장르: 캐쥬얼,일정: 출시 (2014.11.12),ETC,0,0,0,http://bbs.ruliweb.com/game/82681,http://bbs.ruliweb.com/game/82681/review
12559,아이스 에이지: 빌리지,장르: 캐쥬얼,일정: 출시 (2012.04.05),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82682,http://bbs.ruliweb.com/game/82682/review
12560,코드네임: 스팀,"장르: 슈팅, 시뮬레이션, 액션",일정: 출시 (2015.06.04),3DS,9.2,6,0,http://bbs.ruliweb.com/game/82683,http://bbs.ruliweb.com/game/82683/review
12561,디스이즈스파르타 for Kakao,"장르: 육성, 전략, 시뮬레이션","일정: 출시 (2041.12.10), 서비스종료 (2015.07.22)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82684,http://bbs.ruliweb.com/game/82684/review
12562,막돼먹은 영애씨 for Kakao,장르: 시뮬레이션,"일정: 출시 (2014.11.14), 출시 (2014.12.19)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82685,http://bbs.ruliweb.com/game/82685/review
12563,좀머의 전성시대 for Kakao,장르: 캐쥬얼,일정: 출시 (2014.11.14),ETC,0,0,0,http://bbs.ruliweb.com/game/82686,http://bbs.ruliweb.com/game/82686/review
12564,스크림라이드,장르: 시뮬레이션,일정: 출시 (2015.03.05),X360 XONE,5.5,2,0,http://bbs.ruliweb.com/game/82687,http://bbs.ruliweb.com/game/82687/review
12565,칼림바,장르: 퍼즐,"일정: 출시 (2014.12.17), 출시 (2014.12.31)",XONE PC/ON,0,0,0,http://bbs.ruliweb.com/game/82688,http://bbs.ruliweb.com/game/82688/review
12566,마이 리틀 포니,"장르: 소셜, 시뮬레이션","일정: 출시 (2012.11.08), 출시 (2012.11.09)",Apple ETC,8.9,10,0,http://bbs.ruliweb.com/game/82689,http://bbs.ruliweb.com/game/82689/review
12567,월드 오브 워크래프트: 드레노어의 전쟁군주,장르: MMORPG,일정: ,,9.4,8,0,http://bbs.ruliweb.com/game/82690,http://bbs.ruliweb.com/game/82690/review
12568,손대면 찰칵 for Kakao,장르: 퍼즐,"일정: 출시 (2013.02.27), 서비스종료 (2014.12.17)",ETC,0,0,0,http://bbs.ruliweb.com/game/82691,http://bbs.ruliweb.com/game/82691/review
12569,블레이드 러쉬 for Kakao,장르: 액션,"일정: 출시 (2014.05.21), 서비스종료 (2014.12.17)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82692,http://bbs.ruliweb.com/game/82692/review
12570,아이돌 컴퍼니 for Kakao,장르: 시뮬레이션,"일정: 출시 (2013.09.17), 서비스종료 (2014.12.17)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82693,http://bbs.ruliweb.com/game/82693/review
12571,네버 얼론,"장르: 퍼즐, 어드벤처","일정: 출시 (2014.11.18), 출시 (2014.11.19)",PC/ON PS4 XONE,8.2,5,0,http://bbs.ruliweb.com/game/82694,http://bbs.ruliweb.com/game/82694/review
12572,디스 워 오브 마인,장르: 시뮬레이션,"일정: 출시 (2014.11.14), 출시 (2015.06.30), 출시 (2015.07.16)",PC/ON Apple ETC,9,1,0,http://bbs.ruliweb.com/game/82695,http://bbs.ruliweb.com/game/82695/review
12573,아라하,장르: 어드벤처,일정: 출시 (2014.06.30),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82696,http://bbs.ruliweb.com/game/82696/review
12574,X온라인,장르: MMORPG,일정: OBT (2014.11.18),PC/ON,0,0,0,http://bbs.ruliweb.com/game/82697,http://bbs.ruliweb.com/game/82697/review
12575,다크어벤저 2,"장르: MORPG, 액션",일정: 출시 (2014.11.18),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82698,http://bbs.ruliweb.com/game/82698/review
12576,영웅 for Kakao,"장르: RPG, 액션","일정: 출시 (2014.11.18), 출시 (2014.12.18)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82699,http://bbs.ruliweb.com/game/82699/review
12577,배틀리그 for Kakao,"장르: RPG, 액션","일정: 출시 (2014.11.18), 서비스종료 (2015.05.27)",ETC,10,1,0,http://bbs.ruliweb.com/game/82700,http://bbs.ruliweb.com/game/82700/review
12578,피트인레이싱 for Kakao,장르: 레이싱,일정: 출시 (2014.11.18),ETC,0,0,0,http://bbs.ruliweb.com/game/82701,http://bbs.ruliweb.com/game/82701/review
12579,버블액션 for Kakao,장르: 아케이드,일정: 출시 (2014.11.18),ETC,0,0,0,http://bbs.ruliweb.com/game/82702,http://bbs.ruliweb.com/game/82702/review
12580,던전 앤 몬스터즈 for Kakao,장르: RPG,일정: 출시 (2014.11.18),ETC,0,0,0,http://bbs.ruliweb.com/game/82703,http://bbs.ruliweb.com/game/82703/review
12581,장난감원정대 for kakao,장르: 아케이드,일정: 출시 (2014.11.18),ETC,0,0,0,http://bbs.ruliweb.com/game/82704,http://bbs.ruliweb.com/game/82704/review
12582,쿠키를 부탁해 for Kakao,장르: 퍼즐,"일정: 출시 (2014.11.18), 출시 (2015.01.27)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82705,http://bbs.ruliweb.com/game/82705/review
12583,런투오즈 for Kakao,장르: 아케이드,"일정: 출시 (2014.08.12), 출시 (2014.11.18)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82706,http://bbs.ruliweb.com/game/82706/review
12584,몬스터체이서,장르: RPG,"일정: 출시 (2014.11.18), 서비스종료 (2014.11.30)",ETC,0,0,0,http://bbs.ruliweb.com/game/82707,http://bbs.ruliweb.com/game/82707/review
12585,유선계 엔카운터,장르: RPG,일정: 출시 (2014.11.17),ETC,0,0,0,http://bbs.ruliweb.com/game/82708,http://bbs.ruliweb.com/game/82708/review
12586,헌트 더 하우스: 테러타운,장르: 액션,일정: 출시 (2014.11.12),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82709,http://bbs.ruliweb.com/game/82709/review
12587,그린플래닛,장르: 퍼즐,"일정: 출시 (2014.11.19), 출시 (2014.12.24)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82710,http://bbs.ruliweb.com/game/82710/review
12588,오오에도 블랙스미스,"장르: 기타, 시뮬레이션",일정: 출시 (2015.03.31),VITA,6.1,20,0,http://bbs.ruliweb.com/game/82711,http://bbs.ruliweb.com/game/82711/review
12589,괴리성 밀리언아서,장르: 카드,"일정: 출시 (2015.07.02), 출시 (2015.06.04), 출시 (2016.09.01), CBT (2015.06.01)",Apple ETC PS4 VITA,8.4,17,0,http://bbs.ruliweb.com/game/82712,http://bbs.ruliweb.com/game/82712/review
12590,킹덤 러쉬: 오리진,장르: 디펜스,일정: 출시 (2014.11.20),Apple ETC,0,1,0,http://bbs.ruliweb.com/game/82713,http://bbs.ruliweb.com/game/82713/review
12591,마녀비행,장르: 캐쥬얼,"일정: 출시 (2014.05.02), 서비스종료 (2014.12.11)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82714,http://bbs.ruliweb.com/game/82714/review
12592,클래시 오브 킹스,"장르: 전략, 시뮬레이션","일정: 출시 (2014.11.14), 출시 (2015.01.16)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82715,http://bbs.ruliweb.com/game/82715/review
12593,퓨어 풀,장르: 스포츠,일정: 출시 (2014.11.14),XONE,0,0,0,http://bbs.ruliweb.com/game/82716,http://bbs.ruliweb.com/game/82716/review
12594,베네치아 스토리 for kakao,장르: 소셜,"일정: 출시 (2012.06.21), 서비스종료 (2004.05.22)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82717,http://bbs.ruliweb.com/game/82717/review
12595,쿠킹퍼즐 for Kakao,장르: 퍼즐,일정: 출시 (2014.11.21),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82718,http://bbs.ruliweb.com/game/82718/review
12596,리베일 for kakao,장르: RPG,일정: 출시 (2014.12.21),ETC,0,0,0,http://bbs.ruliweb.com/game/82719,http://bbs.ruliweb.com/game/82719/review
12597,아마투스의 기사,장르: TCG,일정: 출시 (2014.11.13),ETC,0,0,0,http://bbs.ruliweb.com/game/82720,http://bbs.ruliweb.com/game/82720/review
12598,로스트아크,장르: MMORPG,일정: CBT (2014.11.30),PC/ON,0,0,0,http://bbs.ruliweb.com/game/82721,http://bbs.ruliweb.com/game/82721/review
12599,릴리스 for kakao,"장르: RPG, 액션","일정: 출시 (2013.08.05), 서비스종료 (2014.12.26)",ETC,0,0,0,http://bbs.ruliweb.com/game/82722,http://bbs.ruliweb.com/game/82722/review
12600,삼국지 용의전쟁,장르: 아케이드,"일정: 출시 (2013.07.11), 출시 (2013.11.01), 서비스종료 (2014.11.30)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82723,http://bbs.ruliweb.com/game/82723/review
12601,쿠베라 퍼즐,장르: 퍼즐,"일정: 출시 (2014.11.24), 서비스종료 (2015.02.15)",ETC,0,0,0,http://bbs.ruliweb.com/game/82724,http://bbs.ruliweb.com/game/82724/review
12602,낭만무림,장르: 퍼즐,"일정: 출시 (2014.11.24), 서비스종료 (2014.12.23)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82725,http://bbs.ruliweb.com/game/82725/review
12603,가문: 드래곤의 부활,"장르: 캐쥬얼, RPG",일정: 출시 (2014.11.21),ETC,0,0,0,http://bbs.ruliweb.com/game/82726,http://bbs.ruliweb.com/game/82726/review
12604,UD 온라인 : 혼돈의 시대,장르: MMORPG,일정: 출시 (2014.12.10),PC/ON,0,0,0,http://bbs.ruliweb.com/game/82727,http://bbs.ruliweb.com/game/82727/review
12605,세계수와 이상한 던전,장르: RPG,일정: 출시 (2015.03.05),3DS,9.5,2,0,http://bbs.ruliweb.com/game/82728,http://bbs.ruliweb.com/game/82728/review
12606,마구마구2 for Kakao,장르: 스포츠,일정: 출시 (2014.11.25),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82729,http://bbs.ruliweb.com/game/82729/review
12607,지구탈환 for Kakao,장르: 아케이드,"일정: 출시 (2014.11.25), 서비스종료 (2015.03.24)",ETC,0,0,0,http://bbs.ruliweb.com/game/82730,http://bbs.ruliweb.com/game/82730/review
12608,박자왕K for Kakao,장르: 리듬,일정: 출시 (2014.11.25),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82731,http://bbs.ruliweb.com/game/82731/review
12609,레전드 오브 갓 for Kakao,장르: RPG,일정: 출시 (2014.11.25),ETC,0,0,0,http://bbs.ruliweb.com/game/82732,http://bbs.ruliweb.com/game/82732/review
12610,도와줘 잭,"장르: RPG, 액션","일정: 출시 (2014.11.25), 출시 (2014.12.08), 서비스종료 (2015.09.04)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82733,http://bbs.ruliweb.com/game/82733/review
12611,놀이기구 타타타 온라인,"장르: 가족, 시뮬레이션",일정: 출시 (2014.11.24),ETC,0,0,0,http://bbs.ruliweb.com/game/82734,http://bbs.ruliweb.com/game/82734/review
12612,내 여친이 된장녀일 리 없어,장르: 퍼즐,"일정: 출시 (2014.11.24), 서비스중단 (2015.05.26)",ETC,0,0,0,http://bbs.ruliweb.com/game/82735,http://bbs.ruliweb.com/game/82735/review
12613,마비노기 듀얼,장르: TCG,"일정: 출시 (2015.06.09), CBT (2015.03.24)",ETC Apple,8,2,0,http://bbs.ruliweb.com/game/82736,http://bbs.ruliweb.com/game/82736/review
12614,테일즈 프롬 더 보더랜드,"장르: 어드벤처, 액션","일정: 출시 (2014.11.25), 출시 (2014.11.26)",PC/ON PS3 X360 PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/82737,http://bbs.ruliweb.com/game/82737/review
12615,전국무쌍 크로니클 3,장르: 액션,일정: 출시 (2014.12.05),VITA,0,0,0,http://bbs.ruliweb.com/game/82738,http://bbs.ruliweb.com/game/82738/review
12616,베이커리 파라다이스,장르: 퍼즐,일정: 출시 (2014.11.26),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82739,http://bbs.ruliweb.com/game/82739/review
12617,에이지 오브 드래곤,"장르: RPG, 액션","일정: CBT (2014.11.27), OBT (2015.01.07)",ETC,0,0,0,http://bbs.ruliweb.com/game/82740,http://bbs.ruliweb.com/game/82740/review
12618,핀볼 아케이드,장르: 아케이드,"일정: 출시 (2012.09.14), 출시 (2014.11.26)",PC/ON XONE,0,0,0,http://bbs.ruliweb.com/game/82741,http://bbs.ruliweb.com/game/82741/review
12619,히스토리아,장르: RPG,"일정: 출시 (2015.05.21), CBT (2014.11.27)",ETC,0,0,0,http://bbs.ruliweb.com/game/82742,http://bbs.ruliweb.com/game/82742/review
12620,하토풀 보이프렌드,"장르: 연애, 시뮬레이션","일정: 출시 (2014.09.14), 출시 (2014.11.30)",PC/ON VITA PS4,9,1,0,http://bbs.ruliweb.com/game/82743,http://bbs.ruliweb.com/game/82743/review
12621,에일리언 스타,장르: 아케이드,일정: 출시 (2014.11.27),ETC,0,0,0,http://bbs.ruliweb.com/game/82744,http://bbs.ruliweb.com/game/82744/review
12622,빙고어드벤처 with BAND,"장르: 보드, 소셜",일정: 출시 (2014.11.27),ETC,0,0,0,http://bbs.ruliweb.com/game/82745,http://bbs.ruliweb.com/game/82745/review
12623,도데카: 룬의 기사,"장르: RPG, 액션",일정: 출시 (2014.11.27),ETC,0,0,0,http://bbs.ruliweb.com/game/82746,http://bbs.ruliweb.com/game/82746/review
12624,매일매일 삼국데이 for Kakao,장르: RPG,일정: 출시 (2014.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/82747,http://bbs.ruliweb.com/game/82747/review
12625,마법의매직 for Kakao,장르: 퍼즐,"일정: 출시 (2014.11.28), 서비스종료 (2015.08.06)",ETC,0,0,0,http://bbs.ruliweb.com/game/82748,http://bbs.ruliweb.com/game/82748/review
12626,모두의 핀볼 for Kakao,장르: 아케이드,일정: 출시 (2014.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/82749,http://bbs.ruliweb.com/game/82749/review
12627,싸워싸워아레나 for kakao,"장르: AOS, RPG","일정: 출시 (2014.04.22), 서비스종료 (2014.12.29)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82750,http://bbs.ruliweb.com/game/82750/review
12628,출동! 미소녀레인저,장르: TCG,"일정: 출시 (2014.06.20), 서비스종료 (2014.11.30)",ETC,0,0,0,http://bbs.ruliweb.com/game/82751,http://bbs.ruliweb.com/game/82751/review
12629,다크호스 for Kakao,"장르: 레이싱, 시뮬레이션",일정: 출시 (2014.11.28),ETC,10,1,0,http://bbs.ruliweb.com/game/82752,http://bbs.ruliweb.com/game/82752/review
12630,블랙가드 2,장르: RPG,일정: 출시 (2015.01.20),PC/ON,0,0,0,http://bbs.ruliweb.com/game/82753,http://bbs.ruliweb.com/game/82753/review
12631,시크릿 판쵸스,장르: 액션,일정: 출시 (2014.12.02),PS4,0,0,0,http://bbs.ruliweb.com/game/82754,http://bbs.ruliweb.com/game/82754/review
12632,패왕의 길 for Kakao,장르: RPG,"일정: 출시 (2014.11.28), 출시 (2015.01.30)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82755,http://bbs.ruliweb.com/game/82755/review
12633,그라나사,"장르: 카드, RPG",일정: 출시 (2014.12.02),ETC,9,1,0,http://bbs.ruliweb.com/game/82756,http://bbs.ruliweb.com/game/82756/review
12634,하츠네 미쿠 그래피 콜렉션,"장르: 카드, 뮤직",일정: 출시 (2014.10.30),Apple ETC,10,2,0,http://bbs.ruliweb.com/game/82757,http://bbs.ruliweb.com/game/82757/review
12635,격투마스터,장르: RPG,일정: 출시 (2014.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/82758,http://bbs.ruliweb.com/game/82758/review
12636,몬스터슈터 for Kakao,장르: 액션,일정: 출시 (2014.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/82759,http://bbs.ruliweb.com/game/82759/review
12637,구름이 되고팡 for Kakao,장르: 퍼즐,일정: 출시 (2014.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/82760,http://bbs.ruliweb.com/game/82760/review
12638,화이트아일랜드,장르: 어드벤처,"일정: 출시 (2011.09.05), 서비스종료 (2014.12.29)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82761,http://bbs.ruliweb.com/game/82761/review
12639,점핑스타 for Kakao,"장르: 아케이드, 소셜","일정: 출시 (2012.12.01), 서비스종료 (2015.01.08)",Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82762,http://bbs.ruliweb.com/game/82762/review
12640,신세계 for Kakao,장르: RPG,"일정: 출시 (2014.12.01), 출시 (2014.01.08)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82763,http://bbs.ruliweb.com/game/82763/review
12641,쥬쥬히어로,장르: 슈팅,"일정: 출시 (2014.11.28), 출시 (2015.01.22), 서비스종료 (2015.08.14)",ETC Apple,0,0,0,http://bbs.ruliweb.com/game/82764,http://bbs.ruliweb.com/game/82764/review
12642,삼국연합대전,장르: TCG,일정: 출시 (2014.11.27),ETC,0,0,0,http://bbs.ruliweb.com/game/82765,http://bbs.ruliweb.com/game/82765/review
12643,퍼즐 요구르팅 for Kakao,장르: 퍼즐,"일정: 출시 (2014.12.02), 출시 (2014.12.23)",ETC Apple,10,1,0,http://bbs.ruliweb.com/game/82766,http://bbs.ruliweb.com/game/82766/review
12644,라바히어로즈,"장르: 디펜스, 액션",일정: 출시 (2014.12.02),ETC,0,0,0,http://bbs.ruliweb.com/game/82767,http://bbs.ruliweb.com/game/82767/review
12645,뉴 던전 히어로,장르: MORPG,"일정: OBT (2014.12.02), 서비스종료 (2015.05.28)",PC/ON,0,0,0,http://bbs.ruliweb.com/game/82768,http://bbs.ruliweb.com/game/82768/review
12646,더팜월드,장르: 소셜,"일정: 출시 (2012.12.13), 서비스종료 (2014.12.26)",ETC,0,0,0,http://bbs.ruliweb.com/game/82769,http://bbs.ruliweb.com/game/82769/review
12647,터닝메카드,"장르: 아케이드, 레이싱",일정: 출시 (2014.11.27),ETC,3,3,0,http://bbs.ruliweb.com/game/82770,http://bbs.ruliweb.com/game/82770/review
12648,KBO카드야구,"장르: 카드, 스포츠","일정: 출시 (2014.01.10), 서비스종료 (2014.12.31)",ETC,0,0,0,http://bbs.ruliweb.com/game/82771,http://bbs.ruliweb.com/game/82771/review
12649,파이널 호라이즌,장르: 시뮬레이션,일정: 출시 (2014.12.04),VITA PS4,0,0,0,http://bbs.ruliweb.com/game/82772,http://bbs.ruliweb.com/game/82772/review
12650,프로즌 시냅스 프라임 ,장르: 시뮬레이션,일정: 출시 (2014.12.04),PS3 VITA,0,0,0,http://bbs.ruliweb.com/game/82773,http://bbs.ruliweb.com/game/82773/review
12651,드래곤나이트 클래식,장르: RPG,일정: 서비스종료 (2014.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/82774,http://bbs.ruliweb.com/game/82774/review
12652,플릭 콜라,장르: 보드,일정: 출시 (2014.11.27),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82776,http://bbs.ruliweb.com/game/82776/review
12653,엘룬사가,장르: RPG,일정: 출시 (2014.12.03),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82777,http://bbs.ruliweb.com/game/82777/review
12654,건좀비 2: 리로디드,"장르: 아케이드, FPS",일정: 출시 (2014.11.28),ETC,0,0,0,http://bbs.ruliweb.com/game/82778,http://bbs.ruliweb.com/game/82778/review
12655,테이블 탑 레이싱,장르: 레이싱,일정: 출시 (2013.01.26),Apple ETC VITA,0,0,0,http://bbs.ruliweb.com/game/82780,http://bbs.ruliweb.com/game/82780/review
12656,왕좌의 게임,장르: 어드벤처,"일정: 출시 (2014.12.02), 출시 (2014.12.03), 출시 (2014.12.04), 출시 (2014.12.09)",PC/ON PS4 X360 XONE Apple PS3,0,0,0,http://bbs.ruliweb.com/game/82781,http://bbs.ruliweb.com/game/82781/review
12657,트레인크래셔,장르: 액션,"일정: 출시 (2015.06.10), CBT (2014.12.15)",ETC,0,0,0,http://bbs.ruliweb.com/game/82782,http://bbs.ruliweb.com/game/82782/review
12658,니세코이 요메이리!?,장르: 어드벤처,일정: 출시 (2014.11.27),VITA,7.3,8,0,http://bbs.ruliweb.com/game/82783,http://bbs.ruliweb.com/game/82783/review
12659,로봇걸즈Z 온라인,장르: 시뮬레이션,일정: 출시 (2014.06.05),ETC,10,2,0,http://bbs.ruliweb.com/game/82784,http://bbs.ruliweb.com/game/82784/review
12660,페글 블라스트,장르: 캐쥬얼,일정: 출시 (2014.12.04),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82785,http://bbs.ruliweb.com/game/82785/review
12661,아이돌드림: 걸즈,"장르: 육성, 시뮬레이션","일정: 출시 (2014.12.04), 서비스종료 (2015.04.20)",ETC,0,0,0,http://bbs.ruliweb.com/game/82786,http://bbs.ruliweb.com/game/82786/review
12662,드래곤볼: 디스크로스,장르: 아케이드,일정: 출시 (2014.12.24),ETC,0,0,0,http://bbs.ruliweb.com/game/82787,http://bbs.ruliweb.com/game/82787/review
12663,신차차원게임 넵튠 Re;Birth3 V 센추리,장르: RPG,일정: 출시 (2015.05.19),VITA,9.5,15,0,http://bbs.ruliweb.com/game/82788,http://bbs.ruliweb.com/game/82788/review
12664,U-CRAFT,"장르: 전략, 시뮬레이션","일정: 출시 (2015.04.29), CBT (2015.04.27)",ETC,0,0,0,http://bbs.ruliweb.com/game/82789,http://bbs.ruliweb.com/game/82789/review
12665,히어로즈 앤 나이츠,"장르: RPG, 액션","일정: 출시 (2014.12.05), 서비스종료 (2015.03.31)",ETC,0,0,0,http://bbs.ruliweb.com/game/82790,http://bbs.ruliweb.com/game/82790/review
12666,뷰티 아이돌 for Kakao,장르: 어드벤처,일정: 출시 (2014.12.05),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82791,http://bbs.ruliweb.com/game/82791/review
12667,폼폼폼폼폼 for Kakao,장르: 아케이드,일정: 출시 (2014.12.05),Apple ETC,0,0,0,http://bbs.ruliweb.com/game/82792,http://bbs.ruliweb.com/game/82792/review
